,Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unnamed: 66
5890,France,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,180988.452,181875.866,186459.616,197676.969,190427.31,178274.872,164600.629,162048.397,155370.79,155590.81,146093.28,133115.767,117696.032,115598.508,115913.87,101663.908,119753.219,116742.612,114472.739,125011.697,125231.717,110237.354,113423.977,101025.85,97978.573,95584.022,78191.441,72129.89,73549.019,78415.128,74957.147,79243.87,69680.334,55745.734,55210.352,57516.895,62027.305,54425.614,64275.176,57450.889,55584.386,47146.619,50446.919,53303.512,51081.31,52823.135,49005.788,50776.949,48422.735,42181.501,45221.444,38661.181,42702.215,46508.561,34539.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5895,France,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,77469.042,83728.611,94502.257,117707.033,134083.855,152341.848,160412.915,185729.883,202286.388,227328.331,259568.595,287232.443,316462.1,349479.768,329839.316,290052.366,327679.453,304614.023,328786.887,337525.348,313675.18,278383.972,261156.406,256205.956,242363.031,237683.939,239983.148,240965.904,233628.237,244812.587,227948.054,232909.505,220474.708,227302.662,208652.3,214083.127,228685.121,215498.589,226917.627,223356.97,214680.848,234497.316,229081.157,227533.683,230269.265,227973.723,224772.432,219095.916,216129.313,212667.665,201538.32,198696.395,194105.311,189268.538,185605.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5896,France,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356240.0,380650.0,368590.0,349420.0,344400.0,352240.0,367900.0,359070.0,381110.0,374900.0,373120.0,376730.0,371019.989013672,376709.991455078,377790.008544922,380660.003662109,371549.987792969,362829.986572266,357989.990234375,343730.010986328,347779.998779297,335140.014648438,338420.013427734,338559.997558594,306100.006103516,311299.987792969,313920.013427734,317829.986572266,307049.987792969,300519.989013672,0.0,0.0,0.0
5899,France,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,5691.184,7931.721,9325.181,9592.872,10047.58,10080.583,10601.297,12071.764,14312.301,16604.176,18881.383,22321.029,26457.405,31129.163,32375.943,36079.613,38774.858,40399.339,43945.328,48507.076,49137.8,50131.557,48338.394,53149.498,53673.879,55870.412,55723.732,52650.786,52412.431,54040.579,59621.753,65316.604,65180.925,66666.06,63637.118,67740.491,74861.805,71774.191,76526.623,78026.426,81917.113,85998.484,85851.804,90050.519,91953.692,93963.208,90747.249,88147.346,91348.637,88088.674,97428.523,84839.712,87534.957,89339.121,74652.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5902,France,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1461.82436684199,1552.97819259512,1662.02486789372,1765.43074686191,1916.2187743394,2009.93223674423,2117.28753620674,2205.98350077876,2283.66401650471,2484.9099470765,2638.78845217964,2761.70138741577,2938.28278216634,3171.95835310891,3276.06816405427,3267.64599861273,3611.49584526032,3707.4258509297,3947.60544391107,4216.56485444101,4430.72769956548,4585.46528398489,4620.52483614693,4713.24310816761,4950.11159434513,5267.4074644336,5520.79371294845,5665.1742748342,5753.48438338089,5878.08299658268,5988.66036022823,6359.9626056932,6475.92810752595,6453.0661657195,6530.36863037658,6621.74623833581,6904.76805272488,6832.55598837978,7014.74379240437,7148.38684512636,7223.47345227745,7341.0652576577,7297.95347934007,7528.08882282578,7660.09720024008,7651.76896802016,7539.47998044454,7512.93267784971,7642.8910133406,7337.60701967903,7734.36187516411,7232.70816097633,7363.15118095271,7367.44145343202,6939.94352490927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5907,France,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3698786430456,13.2201978689672,15.4539782744326,14.238354192661,17.0581951271932,15.3611250791428,13.4486212585435,13.2645341583911,12.7678574948843,14.4667396980644,12.9678764686538,14.2563718855793,11.5972761591677,11.2300179517866,11.2429885178738,9.86064669736174,10.9475758299498,11.6909263128767,12.9792089338645,13.1271635670849,13.8573593131131,11.5747472478095,14.8273540719154,17.045286239218,16.4559049430271,15.8576666299907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5919,France,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144360.0,145212.0,146064.0,146916.0,147768.0,148620.0,149472.0,150324.0,151176.0,152028.0,152880.0,154011.0,155142.0,156273.0,157404.0,158535.0,159666.0,160797.0,161928.0,163059.0,164190.0,165024.0,165858.0,166692.0,167526.0,168360.0,169194.0,170028.0,170862.0,171696.0,172530.0,0.0,0.0
5925,France,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,35.8057293550001,35.6669333011911,35.529963511248,34.8414620338005,34.3264556236143,33.7183097562668,33.0115456401603,32.1038924988038,32.0783248046811,31.8080377525266,31.1487564969337,31.0957948448224,31.22180705157,31.5541870751654,31.6546315877903,31.2857262868768,31.5304456449086,31.6911568651085,31.7788175306721,31.9084822651516,32.0071005139107,32.2353834971492,32.2682562467356,32.5239331879627,32.7321272686763,32.8690970586194,33.1777356519579,32.5312382434264,32.3429504388512,32.4797376024078,32.5646588721725,32.5931485884807,32.9344773050189,33.0484361702516,33.18887586154,33.2471336788625,33.3660234565331,33.4535014957101,33.5176033574035,33.5199162842173,33.5043930697065,33.5511453392918,33.5022916145707,33.5447534274345,33.5628984744967,33.4924035305913,33.3959752135394,33.3640150705771,33.3411863970326,33.422456474851,33.3744249457134,33.3877568910634,33.4315879442688,33.4816283966783,33.7475367861245,33.5232971179256,33.7213605158915,33.1041334509467,32.9920410112555,32.793955697763,0.0,0.0
5927,France,Agricultural land (sq. km),AG.LND.AGRI.K2,0.0,345390.0,344400.0,343540.0,341090.0,340010.0,338460.0,336290.0,331780.0,331730.0,324950.0,326230.0,325150.0,324600.0,324420.0,323570.0,320210.0,319100.0,319610.0,318340.0,317220.0,316870.0,316460.0,315650.0,315080.0,314420.0,313950.0,313530.0,308300.0,307409.0,305928.0,304849.0,303843.0,302913.0,302049.0,301502.0,300963.0,300396.0,299800.0,299291.0,298074.0,297133.0,296107.0,295346.0,294584.0,293904.0,293127.0,292061.0,291101.0,290199.0,289263.0,288786.0,288448.0,287737.0,287665.0,287269.0,287180.21,286974.99,286601.0,286211.86,285537.54,0.0,0.0
6157,United Kingdom,Urban population,SP.URB.TOTL,41104656.0,41381472.0,41661202.0,41900114.0,42098400.0,42294196.0,42452048.0,42603817.0,42733856.0,42833742.0,42925829.0,43056861.0,43295638.0,43470962.0,43590038.0,43677888.0,43757644.0,43833733.0,43925435.0,44054299.0,44195960.0,44271630.0,44228171.0,44215089.0,44257473.0,44329755.0,44404206.0,44470325.0,44540723.0,44628280.0,44733264.0,44855736.0,45011752.0,45154426.0,45304828.0,45459651.0,45610451.0,45762480.0,45931122.0,46119137.0,46319551.0,46557334.0,46930583.0,47323791.0,47767769.0,48269624.0,48798541.0,49351705.0,49913475.0,50463084.0,51030310.0,51600211.0,52130345.0,52650595.0,53209683.0,53802927.0,54382825.0,54923317.0,55426598.0,55909924.0,56282971.0,56656654.0,0.0
6159,United Kingdom,"Population, total",SP.POP.TOTL,52400000.0,52800000.0,53250000.0,53650000.0,54000000.0,54348050.0,54648500.0,54943600.0,55211700.0,55441750.0,55663250.0,55896223.0,56086065.0,56194527.0,56229974.0,56225800.0,56211968.0,56193492.0,56196504.0,56246951.0,56314216.0,56333829.0,56313641.0,56332848.0,56422072.0,56550268.0,56681396.0,56802050.0,56928327.0,57076711.0,57247586.0,57424897.0,57580402.0,57718614.0,57865745.0,58019030.0,58166950.0,58316954.0,58487141.0,58682466.0,58892514.0,59119673.0,59370479.0,59647577.0,59987905.0,60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63700215.0,64128273.0,64602298.0,65116219.0,65611593.0,66058859.0,66460344.0,66836327.0,67081000.0,67326569.0,0.0
6164,United Kingdom,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.6,26.1,25.6,24.9,24.2,23.4,22.8,22.2,21.8,21.4,21.0,20.6,20.0,19.4,18.7,18.0,17.2,16.4,15.7,14.9,14.1,13.4,12.7,12.1,11.7,11.4,11.1,10.8,10.4,9.9,9.3,8.7,8.2,7.7,7.4,7.2,7.0,6.9,6.8,6.7,6.5,6.4,6.3,6.2,6.1,6.0,5.9,5.8,5.6,5.4,5.2,5.0,4.8,4.6,4.5,4.5,4.4,4.4,4.4,4.3,4.3,4.2,0.0
6174,United Kingdom,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,13.084,12.688,12.292,11.896,11.5,11.604,11.708,11.812,11.916,12.02,12.034,12.048,12.062,12.076,12.09,12.1687909091,12.2475818182,12.3263727273,12.4051636364,12.4839545455,12.5627454545,12.6415363636,12.7203272727,12.7991181818,12.8779090909,12.9567,8.513,8.347,8.281,8.264,7.685,8.017,7.651,7.285,8.16,8.419,8.419,8.419,8.419,0.0,0.0,0.0
6190,United Kingdom,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746350.0,755150.024414063,737289.978027344,718739.990234375,715940.002441406,708039.978027344,729559.997558594,709650.024414063,707369.995117188,683409.973144531,685570.007324219,694260.009765625,676109.985351563,685039.978027344,679869.995117188,673969.970703125,670489.990234375,655179.992675781,634809.997558594,578809.997558594,591320.007324219,548390.014648438,568539.978027344,551159.973144531,511660.003662109,496299.987792969,476540.008544922,461609.985351563,453429.992675781,440079.986572266,0.0,0.0,0.0
6194,United Kingdom,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,448419.095,443241.291,437667.451,439662.299,426589.444,422614.416,403674.361,368782.856,370601.688,368247.474,353190.772,341691.06,293385.669,296091.915,263580.293,276414.793,275182.681,271302.995,259348.575,281790.615,260921.718,261618.448,244944.599,247427.158,177691.819,234493.649,248677.605,259495.255,249972.056,246081.369,236125.464,236682.848,224900.777,197291.934,185799.556,175795.98,165026.001,149147.891,145836.59,130229.838,137380.488,146404.975,134729.247,144890.504,140666.12,143372.366,155821.831,146947.691,135902.687,111891.171,116280.57,114769.766,145642.239,141208.836,114509.409,90435.554,45012.425,0.0,0.0,0.0,0.0,0.0,0.0
6199,United Kingdom,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,128997.726,138377.912,148370.487,156859.592,172789.04,189858.925,204875.29,212194.622,220933.083,238182.651,265281.781,269634.51,289450.978,292003.21,271512.014,241446.281,235843.105,240287.509,247606.841,253283.357,214453.494,195190.743,196210.169,187222.352,238769.371,205645.36,201219.291,193599.265,206312.754,222440.22,204358.243,207486.194,209741.399,205887.382,210639.814,202667.756,201424.643,193166.559,193470.92,196664.877,193925.628,190390.64,187512.045,189055.852,187695.395,193800.95,190379.639,184519.773,183078.642,173878.139,175319.27,165037.002,164545.624,157827.68,161381.003,166162.771,167816.588,0.0,0.0,0.0,0.0,0.0,0.0
6200,United Kingdom,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561770.0,570680.0,557890.0,541380.0,535180.0,526810.0,545480.0,524190.0,526000.0,522750.0,530890.0,545260.0,530789.978027344,543039.978027344,543080.017089844,540919.982910156,542059.997558594,530500.0,515340.026855469,466489.990234375,482440.002441406,445589.996337891,467779.998779297,453760.009765625,415600.006103516,401079.986572266,380809.997558594,367000.0,360730.010986328,348920.013427734,0.0,0.0,0.0
6203,United Kingdom,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,150.347,150.347,216.353,289.693,513.38,1686.82,1650.15,2779.586,6270.57,12262.448,23124.102,37256.72,52702.124,57040.185,68217.201,71440.494,74099.069,79075.188,81590.75,89265.781,88495.711,89680.152,93391.156,97248.84,99691.062,108029.82,108356.183,107597.114,105950.631,104795.526,108110.494,116529.926,116152.225,132331.029,137919.537,149144.224,173977.148,174567.535,181802.526,192840.196,200174.196,198454.373,196635.541,196697.88,200980.936,195759.128,185660.21,187724.731,194446.342,178879.927,194259.325,161109.645,152044.821,150666.029,137281.479,141322.513,158960.783,0.0,0.0,0.0,0.0,0.0,0.0
6206,United Kingdom,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2412.13740458015,2553.69318181818,2780.6572769953,3002.08760484623,3127.46296296296,3330.18387964242,3425.80308700147,3506.88706236941,3762.59017563306,4006.33096898998,4166.93240153962,4254.65241184543,4372.63694645007,4671.71829740644,4534.25427513091,4492.42162850506,4587.68851501517,4668.42316900327,4729.84938707219,4922.91573280123,4683.93273911511,4572.95384625817,4480.33541287092,4549.17528756934,4597.73969307614,4826.71452591524,4953.65357621044,5082.43980630981,5232.73764921987,5295.22452686526,5356.57521000099,5451.67717061817,5452.3933334123,5491.98911810322,5380.26426515376,5575.8084890423,5815.82840427425,5831.95754702826,5908.87149023065,6007.48441621387,6114.52925918564,6141.98255122284,6142.74983363365,6174.55089583941,6138.75413718816,6270.98405949047,6200.5541127704,6102.39676772278,6015.72686068947,5643.1285945674,5700.85586444268,5471.93347456267,5449.25947267211,5409.62642171886,5130.39025330028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6211,United Kingdom,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82876744661768,1.65643904503473,2.00566157083539,1.77762579080721,2.13984198089987,2.06653453196948,1.62748022547114,1.98923191477175,2.39532069159381,2.63271731690623,2.66310517529215,2.49733241275421,2.89317333818692,2.68494730240932,3.61303216638809,4.28348161223592,4.60208931703226,5.01029338042756,5.67705220486968,6.76680846273229,6.81281342640788,9.48905310077413,11.423960176561,14.988480137732,19.2628536831965,24.8400504227664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6223,United Kingdom,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27780.0,27956.0,28132.0,28308.0,28484.0,28660.0,28836.0,29012.0,29188.0,29364.0,29540.0,29645.0,29750.0,29855.0,29960.0,30065.0,30170.0,30275.0,30380.0,30485.0,30590.0,30782.0,30974.0,31166.0,31358.0,31550.0,31590.0,31640.0,31730.0,31820.0,31900.0,0.0,0.0
6229,United Kingdom,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,29.6573388996817,29.9094779481668,30.0706816021163,30.3972223370396,30.3352209316744,30.2732195263093,30.2112181209441,30.078948456165,29.6077377753896,29.3555987269045,29.4796015376349,29.4672012565618,29.2439961972471,29.2109287810524,28.3925102302319,28.4958459058405,28.6074484354979,28.6694498408631,28.227173149258,28.5950481544248,28.549580457157,28.5743810193031,28.5165130409623,28.6115818625222,28.8926549001777,28.6859835489604,28.6653164138387,28.4627784896458,27.7022279171661,27.3632869011698,27.1442152688794,27.0904807175629,25.1767040052908,24.4326871409085,24.5360228165172,25.2056379944612,26.3216632910346,25.8463191832348,24.4574877030546,24.2880171950564,23.3579961145786,23.9160087628653,23.3910635307734,24.0524118546687,23.6804034224776,25.1891042863638,25.1519034431447,24.821229281197,25.0031000702683,24.6765593353449,25.0568346215848,25.6768486752366,25.8975736783367,25.7657173562601,24.8460298433431,24.9080746496921,25.1431380977969,24.9567536064151,25.1543768858761,24.7117025585913,0.0,0.0
6231,United Kingdom,Agricultural land (sq. km),AG.LND.AGRI.K2,0.0,198000.0,197790.0,197470.0,197030.0,195850.0,195500.0,195540.0,194260.0,193800.0,188490.0,188430.0,187560.0,186960.0,186380.0,185830.0,185680.0,184900.0,184780.0,184520.0,184690.0,183200.0,182810.0,182160.0,182020.0,181680.0,181300.0,181160.0,184230.0,183060.0,182030.0,181430.0,180700.0,175340.0,174090.0,173790.0,174940.0,175850.0,175180.0,172190.0,169640.0,169530.0,169760.0,169560.0,170510.0,169560.0,178380.0,176470.0,176840.0,173250.0,172240.0,171640.0,171820.0,172502.0,172320.0,171380.0,173499.818,174661.525,173508.616,175212.961,172592.981,0.0,0.0
8285,India,Urban population,SP.URB.TOTL,79932899.0,82289370.0,85082467.0,87963683.0,90940579.0,93946480.0,96971069.0,100070141.0,103304423.0,106674456.0,110162257.0,113948536.0,118438504.0,123114078.0,127986735.0,133010186.0,138180350.0,143540276.0,149104062.0,154888632.0,160953420.0,166932604.0,172426704.0,178095921.0,183956909.0,189973343.0,196158550.0,202485214.0,208957670.0,215601807.0,222374415.0,229151406.0,235824041.0,242620668.0,249539704.0,256565748.0,263686524.0,270911166.0,278238779.0,285648480.0,293168849.0,301227098.0,310207535.0,319267849.0,328414552.0,337558628.0,346659205.0,355789232.0,364989009.0,374274816.0,383721793.0,393333604.0,403171286.0,413200994.0,423338709.0,433595954.0,444186310.0,455009748.0,465871825.0,476786386.0,487702168.0,498179071.0,0.0
8287,India,"Population, total",SP.POP.TOTL,445954579.0,456351876.0,467024193.0,477933619.0,489059309.0,500114346.0,510992617.0,521987069.0,533431909.0,545314670.0,557501301.0,569999178.0,582837973.0,596107483.0,609721951.0,623524219.0,637451448.0,651685628.0,666267760.0,681248383.0,696828385.0,712869298.0,729169466.0,745826546.0,762895156.0,780242084.0,797878993.0,815716125.0,833729681.0,852012673.0,870452165.0,888941756.0,907574049.0,926351297.0,945261958.0,964279129.0,983281218.0,1002335230.0,1021434576.0,1040500054.0,1059633675.0,1078970907.0,1098313039.0,1117415123.0,1136264583.0,1154638713.0,1172373788.0,1189691809.0,1206734806.0,1223640160.0,1240613620.0,1257621191.0,1274487215.0,1291132063.0,1307246509.0,1322866505.0,1338636340.0,1354195680.0,1369003306.0,1383112050.0,1396387127.0,1407563842.0,0.0
8292,India,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,242.8,239.3,236.1,233.2,230.4,227.8,225.3,222.7,220.2,217.5,214.5,211.4,208.1,204.4,200.3,195.9,190.9,185.6,180.1,174.5,169.0,163.8,159.0,154.5,150.3,146.2,142.2,138.2,134.2,130.3,126.5,122.9,119.5,116.2,112.8,109.4,106.0,102.5,98.9,95.3,91.6,88.0,84.5,81.1,77.7,74.4,71.1,67.8,64.5,61.3,58.1,55.0,52.0,49.1,46.2,43.6,41.0,38.7,36.4,34.3,32.4,30.6,0.0
8302,India,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,391.67,403.34,415.01,426.68,438.35,450.02,461.69,473.36,485.03,496.7,497.36,498.02,498.68,499.34,500.0,511.03995,522.0799,533.11985,544.1598,555.19975,566.2397,577.2795,588.3195,599.35955,610.3995,625.45949,640.51948,655.57947,625.2397,628.94975,632.6598,636.36985,640.0799,643.78995,647.5,647.5,647.5,647.5,647.5,647.5,647.5,647.5,647.5,647.5,0.0,0.0,0.0
8318,India,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219550.0,1273250.0,1298280.02929688,1331219.97070313,1375469.97070313,1440609.98535156,1492170.04394531,1551530.02929688,1581959.9609375,1658410.03417969,1697229.98046875,1719689.94140625,1738530.02929688,1779369.99511719,1866489.99023438,1940030.02929688,2037300.04882813,2180790.0390625,2281000.0,2423800.04882813,2533989.99023438,2645629.8828125,2795860.10742188,2863840.08789063,3044959.9609375,3064540.0390625,3106340.08789063,3242169.921875,3388909.91210938,3394870.1171875,0.0,0.0,0.0
8322,India,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,97208.503,104956.874,114227.05,122144.103,117167.984,128818.043,129404.763,131740.642,136973.451,136463.738,136669.09,140449.767,148641.845,152440.857,161102.311,178465.556,186855.652,196356.849,193236.232,199800.162,218289.176,232634.48,235751.43,257207.047,256073.944,280184.469,302175.468,322846.347,350847.559,375687.817,405430.854,434774.188,455096.702,479108.218,504106.157,521810.433,558066.062,583753.397,579774.702,620042.029,633701.604,643881.196,662153.857,692344.268,741104.367,798071.212,855698.117,931927.713,1007497.249,1088420.605,1093532.403,1210839.733,1363548.281,1326152.215,1487808.243,1488152.941,1516605.194,0.0,0.0,0.0,0.0,0.0,0.0
8327,India,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,19460.769,21327.272,24906.264,27128.466,28144.225,30839.47,35705.579,32724.308,42284.177,45386.459,49372.488,55489.044,58925.023,61799.951,60677.849,61887.959,63490.438,68613.237,75378.852,82731.187,83244.567,89786.495,94483.922,99251.022,106192.653,116856.289,121957.086,127776.615,133724.489,150838.378,158297.056,166558.807,188208.775,187031.668,199118.1,216459.343,243360.455,244401.883,263107.25,285483.284,303752.278,298068.428,284834.225,293851.378,296858.318,300011.938,316902.14,335739.519,403403.003,454836.345,414257.323,412508.164,435357.241,461172.921,510915.776,599316.145,648956.324,0.0,0.0,0.0,0.0,0.0,0.0
8328,India,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563580.0,607230.0,626290.0,651350.0,685900.0,737860.0,774070.0,819270.0,836270.0,901330.0,937860.0,953540.0,985450.012207031,1011770.01953125,1085670.04394531,1136469.97070313,1215209.9609375,1336739.99023438,1424380.00488281,1564880.00488281,1659979.98046875,1756739.99023438,1909439.94140625,1972430.05371094,2147110.10742188,2158020.01953125,2195250.0,2320409.91210938,2451929.93164063,2456300.04882813,0.0,0.0,0.0
8331,India,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0.0,3.667,11.001,11.001,22.002,282.359,311.695,487.711,751.735,997.424,924.084,1085.432,1206.443,1169.773,1360.457,1734.491,2295.542,2482.559,2742.916,3032.609,2489.893,2885.929,4363.73,5247.477,6175.228,7205.655,10318.938,12786.829,15218.05,18533.018,21114.586,23582.477,27278.813,27018.456,29024.305,39082.886,39779.616,46061.187,47634.33,42350.183,43908.658,43604.297,47172.288,50028.881,49625.511,50479.922,49482.498,52738.794,63098.069,91245.961,100318.119,91443.979,78151.104,101883.928,92694.426,98994.332,95829.711,0.0,0.0,0.0,0.0,0.0,0.0
8334,India,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4071580152349,100.003779266455,100.406389295402,103.835854845252,114.48151944199,124.158475517339,126.396833781334,136.168978069718,136.089864304309,142.139732152272,152.415036395634,158.765561913971,166.487772077772,184.248122293753,194.556283380377,209.044230344839,221.291444986453,241.102127681118,258.041936425516,272.946647217541,291.662528225303,305.013128465951,320.914971418235,341.35405246045,358.629560258791,359.481085908426,374.947411556112,385.126966761305,391.119633714118,392.510175745406,392.360903573464,408.776900626416,428.213284527025,448.972015525718,465.176677304081,506.222508618557,538.786595949405,558.426753458539,595.605655832676,637.125844225376,692.779356959802,718.295946185698,758.110675158719,797.349232010839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8339,India,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4892939617124,22.8074022101386,20.7526521363897,19.5588133409081,21.21909967171,17.2605391115517,15.7672939365417,16.015130807865,16.7011082856411,15.2580757461935,13.5909480276924,13.2070435298578,12.0551611624532,13.4694247561217,14.4825005007376,16.6190180757235,17.5404247180092,17.8640856862195,16.5098337370558,15.6600552489802,16.0437444354595,17.316962856526,15.732973360913,17.3493138262499,16.2538398153488,15.3430503454798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8351,India,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639380.0,643033.0,646686.0,650339.0,653992.0,657645.0,661298.0,664951.0,668604.0,672257.0,675910.0,677815.0,679720.0,681625.0,683530.0,685435.0,687340.0,689245.0,691150.0,693055.0,694960.0,697624.0,700288.0,702952.0,705616.0,708280.0,710944.0,713608.0,716272.0,718936.0,721600.0,0.0,0.0
8357,India,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,52.4036472610227,52.7043344017705,52.9633154961506,53.0514363360566,53.2142244525241,53.3400152697944,53.7402587792909,53.8374607744544,53.8061812396786,54.0026032645071,53.7321866412843,53.8768124472368,54.1653913809746,54.3190983421847,54.4324446133614,54.5061028726721,54.5067755508393,54.9036556694998,54.9726051816399,54.7741651223097,54.7936727891591,54.906010043085,54.7331317541092,55.0311281821881,55.0048937336665,54.9608333137136,54.892220140657,54.7788738694803,54.9833680323155,54.9776502678941,54.884484341734,54.7243869379354,54.6840262479021,54.6635095638018,54.456997366465,54.1590009383861,54.3527322505457,54.2881551464925,54.1421839842055,54.127048725443,53.9235635798587,53.959551861805,53.7466492218795,53.7069612100135,53.6272488471978,53.3642316838144,53.1489746703036,53.1398935150461,53.1160134401098,52.8082631786061,52.7981730060978,52.6525381828945,52.617558918199,52.6246220389548,52.6078050847743,52.5755165327477,52.4336271815794,52.29329810742,52.2566927777909,52.2566927777909,0.0,0.0
